Index,InstrumentName,Timestamp,UTCdate,Volume,Ask.c,Ask.h,Ask.o,Ask.l,Bid.c,Bid.h,Bid.o,Bid.l,Mid.c,Mid.h,Mid.o,Mid.l,
149,EUR_GBP,1499836240.0,2017-07-12 05:10:40,1,0.89366,0.89366,0.89363,0.89363,0.89374,0.89374,0.89371,0.89371,0.89358,0.89358,0.89356,0.89356,
150,EUR_GBP,1499836280.0,2017-07-12 05:11:20,1,0.89363,0.89363,0.89361,0.89361,0.89371,0.89371,0.89369,0.89369,0.89356,0.89356,0.89353,0.89353,
151,EUR_GBP,1499836295.0,2017-07-12 05:11:35,1,0.89361,0.89361,0.89358,0.89358,0.89369,0.89369,0.89366,0.89366,0.89353,0.89353,0.89351,0.89351,
152,EUR_GBP,1499836340.0,2017-07-12 05:12:20,1,0.89358,0.89358,0.89356,0.89356,0.89366,0.89366,0.89365,0.89365,0.89351,0.89351,0.89348,0.89348,
153,EUR_GBP,1499836345.0,2017-07-12 05:12:25,1,0.89356,0.89359,0.89356,0.89359,0.89365,0.89368,0.89365,0.89368,0.89348,0.8935,0.89348,0.8935,
154,EUR_GBP,1499836375.0,2017-07-12 05:12:55,1,0.89359,0.89359,0.89356,0.89356,0.89368,0.89368,0.89365,0.89365,0.8935,0.8935,0.89348,0.89348,
155,EUR_GBP,1499836425.0,2017-07-12 05:13:45,2,0.89356,0.89362,0.89356,0.89362,0.89365,0.89369,0.89365,0.89369,0.89348,0.89354,0.89348,0.89354,
156,EUR_GBP,1499836460.0,2017-07-12 05:14:20,1,0.89362,0.89364,0.89362,0.89364,0.89369,0.89373,0.89369,0.89373,0.89354,0.89356,0.89354,0.89356,
157,EUR_GBP,1499836465.0,2017-07-12 05:14:25,2,0.89364,0.89369,0.89364,0.89369,0.89373,0.89378,0.89373,0.89378,0.89356,0.8936,0.89356,0.8936,
158,EUR_GBP,1499836495.0,2017-07-12 05:14:55,1,0.89369,0.89369,0.89367,0.89367,0.89378,0.89378,0.89375,0.89375,0.8936,0.8936,0.89359,0.89359,
159,EUR_GBP,1499836510.0,2017-07-12 05:15:10,2,0.89367,0.89367,0.89362,0.89362,0.89375,0.89375,0.89372,0.89372,0.89359,0.89359,0.89353,0.89353,
160,EUR_GBP,1499836515.0,2017-07-12 05:15:15,2,0.89362,0.89362,0.8936,0.89362,0.89372,0.89372,0.89369,0.89371,0.89353,0.89354,0.89352,0.89354,
161,EUR_GBP,1499836520.0,2017-07-12 05:15:20,1,0.89362,0.89362,0.8936,0.8936,0.89371,0.89371,0.89368,0.89368,0.89354,0.89354,0.89352,0.89352,
162,EUR_GBP,1499836530.0,2017-07-12 05:15:30,1,0.8936,0.8936,0.89358,0.89358,0.89368,0.89368,0.89366,0.89366,0.89352,0.89352,0.89349,0.89349,
163,EUR_GBP,1499836535.0,2017-07-12 05:15:35,1,0.89358,0.89358,0.89355,0.89355,0.89366,0.89366,0.89364,0.89364,0.89349,0.89349,0.89347,0.89347,
164,EUR_GBP,1499836540.0,2017-07-12 05:15:40,2,0.89355,0.89358,0.89355,0.89355,0.89364,0.89367,0.89364,0.89364,0.89347,0.89349,0.89347,0.89347,
165,EUR_GBP,1499836545.0,2017-07-12 05:15:45,1,0.89355,0.89355,0.89353,0.89353,0.89364,0.89364,0.89362,0.89362,0.89347,0.89347,0.89345,0.89345,
166,EUR_GBP,1499836550.0,2017-07-12 05:15:50,1,0.89353,0.89353,0.89351,0.89351,0.89362,0.89362,0.8936,0.8936,0.89345,0.89345,0.89343,0.89343,
167,EUR_GBP,1499836560.0,2017-07-12 05:16:00,1,0.89351,0.89354,0.89351,0.89354,0.8936,0.89362,0.8936,0.89362,0.89343,0.89346,0.89343,0.89346,
168,EUR_GBP,1499836565.0,2017-07-12 05:16:05,1,0.89354,0.89356,0.89354,0.89356,0.89362,0.89365,0.89362,0.89365,0.89346,0.89348,0.89346,0.89348,
169,EUR_GBP,1499836570.0,2017-07-12 05:16:10,1,0.89356,0.8936,0.89356,0.8936,0.89365,0.89368,0.89365,0.89368,0.89348,0.89351,0.89348,0.89351,
170,EUR_GBP,1499836595.0,2017-07-12 05:16:35,1,0.8936,0.89362,0.8936,0.89362,0.89368,0.8937,0.89368,0.8937,0.89351,0.89354,0.89351,0.89354,
171,EUR_GBP,1499836765.0,2017-07-12 05:19:25,1,0.89362,0.89362,0.8936,0.8936,0.8937,0.8937,0.89368,0.89368,0.89354,0.89354,0.89351,0.89351,
172,EUR_GBP,1499836785.0,2017-07-12 05:19:45,1,0.8936,0.8936,0.89357,0.89357,0.89368,0.89368,0.89366,0.89366,0.89351,0.89351,0.89348,0.89348,
173,EUR_GBP,1499836790.0,2017-07-12 05:19:50,2,0.89357,0.89362,0.89357,0.89362,0.89366,0.8937,0.89366,0.8937,0.89348,0.89353,0.89348,0.89353,
174,EUR_GBP,1499836810.0,2017-07-12 05:20:10,2,0.89362,0.89362,0.8936,0.89362,0.8937,0.8937,0.89368,0.8937,0.89353,0.89353,0.89351,0.89353,
175,EUR_GBP,1499836825.0,2017-07-12 05:20:25,1,0.89362,0.89364,0.89362,0.89364,0.8937,0.89373,0.8937,0.89373,0.89353,0.89356,0.89353,0.89356,
176,EUR_GBP,1499836850.0,2017-07-12 05:20:50,2,0.89364,0.89368,0.89364,0.89368,0.89373,0.89378,0.89373,0.89378,0.89356,0.89359,0.89356,0.89359,
177,EUR_GBP,1499836855.0,2017-07-12 05:20:55,2,0.89368,0.89368,0.89366,0.89368,0.89378,0.89378,0.89375,0.89376,0.89359,0.89361,0.89358,0.89361,
178,EUR_GBP,1499836880.0,2017-07-12 05:21:20,2,0.89368,0.89373,0.89368,0.89373,0.89376,0.89381,0.89376,0.89381,0.89361,0.89365,0.89361,0.89365,
179,EUR_GBP,1499836885.0,2017-07-12 05:21:25,1,0.89373,0.89373,0.89371,0.89371,0.89381,0.89381,0.89379,0.89379,0.89365,0.89365,0.89363,0.89363,
180,EUR_GBP,1499836890.0,2017-07-12 05:21:30,3,0.89371,0.89373,0.89368,0.89368,0.89379,0.89381,0.89377,0.89377,0.89363,0.89365,0.8936,0.8936,
181,EUR_GBP,1499836910.0,2017-07-12 05:21:50,2,0.89368,0.89368,0.89363,0.89363,0.89377,0.89377,0.89372,0.89372,0.8936,0.8936,0.89355,0.89355,
182,EUR_GBP,1499836975.0,2017-07-12 05:22:55,2,0.89363,0.89363,0.89359,0.89359,0.89372,0.89372,0.89367,0.89367,0.89355,0.89355,0.89351,0.89351,
183,EUR_GBP,1499837010.0,2017-07-12 05:23:30,1,0.89359,0.89359,0.89357,0.89357,0.89367,0.89367,0.89365,0.89365,0.89351,0.89351,0.89349,0.89349,
184,EUR_GBP,1499837025.0,2017-07-12 05:23:45,2,0.89357,0.8936,0.89357,0.89358,0.89365,0.89368,0.89365,0.89366,0.89349,0.89351,0.89349,0.89349,
185,EUR_GBP,1499837040.0,2017-07-12 05:24:00,1,0.89358,0.89358,0.89355,0.89355,0.89366,0.89366,0.89364,0.89364,0.89349,0.89349,0.89347,0.89347,
186,EUR_GBP,1499837080.0,2017-07-12 05:24:40,1,0.89355,0.89358,0.89355,0.89358,0.89364,0.89366,0.89364,0.89366,0.89347,0.89349,0.89347,0.89349,
187,EUR_GBP,1499837100.0,2017-07-12 05:25:00,2,0.89358,0.89358,0.89353,0.89353,0.89366,0.89366,0.89362,0.89362,0.89349,0.89349,0.89344,0.89344,
188,EUR_GBP,1499837105.0,2017-07-12 05:25:05,1,0.89353,0.89355,0.89353,0.89355,0.89362,0.89364,0.89362,0.89364,0.89344,0.89347,0.89344,0.89347,
189,EUR_GBP,1499837120.0,2017-07-12 05:25:20,1,0.89355,0.89355,0.89353,0.89353,0.89364,0.89364,0.89362,0.89362,0.89347,0.89347,0.89345,0.89345,
190,EUR_GBP,1499837165.0,2017-07-12 05:26:05,1,0.89353,0.89353,0.89351,0.89351,0.89362,0.89362,0.8936,0.8936,0.89345,0.89345,0.89343,0.89343,
191,EUR_GBP,1499837215.0,2017-07-12 05:26:55,1,0.89351,0.89351,0.89349,0.89349,0.8936,0.8936,0.89357,0.89357,0.89343,0.89343,0.89341,0.89341,
192,EUR_GBP,1499837310.0,2017-07-12 05:28:30,1,0.89349,0.89349,0.89346,0.89346,0.89357,0.89357,0.89355,0.89355,0.89341,0.89341,0.89338,0.89338,
193,EUR_GBP,1499837315.0,2017-07-12 05:28:35,1,0.89346,0.89346,0.89343,0.89343,0.89355,0.89355,0.89353,0.89353,0.89338,0.89338,0.89334,0.89334,
194,EUR_GBP,1499837340.0,2017-07-12 05:29:00,1,0.89343,0.89343,0.89341,0.89341,0.89353,0.89353,0.8935,0.8935,0.89334,0.89334,0.89333,0.89333,
195,EUR_GBP,1499837350.0,2017-07-12 05:29:10,2,0.89341,0.89341,0.89337,0.89337,0.8935,0.8935,0.89346,0.89346,0.89333,0.89333,0.89328,0.89328,
196,EUR_GBP,1499837375.0,2017-07-12 05:29:35,3,0.89337,0.89337,0.8933,0.8933,0.89346,0.89346,0.89339,0.89339,0.89328,0.89328,0.89322,0.89322,
197,EUR_GBP,1499837380.0,2017-07-12 05:29:40,1,0.8933,0.8933,0.89328,0.89328,0.89339,0.89339,0.89337,0.89337,0.89322,0.89322,0.89319,0.89319,
198,EUR_GBP,1499837390.0,2017-07-12 05:29:50,3,0.89328,0.89328,0.89323,0.89325,0.89337,0.89337,0.89331,0.89333,0.89319,0.89319,0.89315,0.89318,
199,EUR_GBP,1499837395.0,2017-07-12 05:29:55,5,0.89325,0.89334,0.89325,0.89332,0.89333,0.89343,0.89333,0.89341,0.89318,0.89326,0.89318,0.89324,
200,EUR_GBP,1499837400.0,2017-07-12 05:30:00,3,0.89332,0.89332,0.89326,0.89326,0.89341,0.89341,0.89336,0.89336,0.89324,0.89324,0.89317,0.89317,
