Index,InstrumentName,Timestamp,UTCdate,Volume,Ask.c,Ask.h,Ask.o,Ask.l,Bid.c,Bid.h,Bid.o,Bid.l,Mid.c,Mid.h,Mid.o,Mid.l,
46,EUR_GBP,1499834495.0,2017-07-12 04:41:35,3,0.89348,0.8935,0.89348,0.8935,0.89356,0.8936,0.89356,0.89359,0.8934,0.89342,0.8934,0.89342,
47,EUR_GBP,1499834525.0,2017-07-12 04:42:05,1,0.8935,0.89353,0.8935,0.89353,0.89359,0.89363,0.89359,0.89363,0.89342,0.89344,0.89342,0.89344,
48,EUR_GBP,1499834530.0,2017-07-12 04:42:10,1,0.89353,0.89353,0.89351,0.89351,0.89363,0.89363,0.8936,0.8936,0.89344,0.89344,0.89343,0.89343,
49,EUR_GBP,1499834535.0,2017-07-12 04:42:15,1,0.89351,0.89354,0.89351,0.89354,0.8936,0.89362,0.8936,0.89362,0.89343,0.89346,0.89343,0.89346,
50,EUR_GBP,1499834540.0,2017-07-12 04:42:20,3,0.89354,0.89354,0.8935,0.89352,0.89362,0.89362,0.89358,0.89362,0.89346,0.89346,0.89342,0.89343,
51,EUR_GBP,1499834565.0,2017-07-12 04:42:45,5,0.89352,0.89358,0.89352,0.89358,0.89362,0.89368,0.89362,0.89366,0.89343,0.89351,0.89343,0.89351,
52,EUR_GBP,1499834570.0,2017-07-12 04:42:50,1,0.89358,0.89361,0.89358,0.89361,0.89366,0.89369,0.89366,0.89369,0.89351,0.89353,0.89351,0.89353,
53,EUR_GBP,1499834585.0,2017-07-12 04:43:05,1,0.89361,0.89361,0.89359,0.89359,0.89369,0.89369,0.89368,0.89368,0.89353,0.89353,0.8935,0.8935,
54,EUR_GBP,1499834590.0,2017-07-12 04:43:10,1,0.89359,0.89361,0.89359,0.89361,0.89368,0.89369,0.89368,0.89369,0.8935,0.89353,0.8935,0.89353,
55,EUR_GBP,1499834595.0,2017-07-12 04:43:15,1,0.89361,0.89361,0.89359,0.89359,0.89369,0.89369,0.89368,0.89368,0.89353,0.89353,0.8935,0.8935,
56,EUR_GBP,1499834600.0,2017-07-12 04:43:20,1,0.89359,0.89361,0.89359,0.89361,0.89368,0.8937,0.89368,0.8937,0.8935,0.89352,0.8935,0.89352,
57,EUR_GBP,1499834605.0,2017-07-12 04:43:25,1,0.89361,0.89361,0.89358,0.89358,0.8937,0.8937,0.89367,0.89367,0.89352,0.89352,0.8935,0.8935,
58,EUR_GBP,1499834620.0,2017-07-12 04:43:40,1,0.89358,0.8936,0.89358,0.8936,0.89367,0.89369,0.89367,0.89369,0.8935,0.89352,0.8935,0.89352,
59,EUR_GBP,1499834635.0,2017-07-12 04:43:55,1,0.8936,0.89362,0.8936,0.89362,0.89369,0.89371,0.89369,0.89371,0.89352,0.89354,0.89352,0.89354,
60,EUR_GBP,1499834640.0,2017-07-12 04:44:00,3,0.89362,0.89362,0.89358,0.89361,0.89371,0.89371,0.89367,0.8937,0.89354,0.89354,0.8935,0.89352,
61,EUR_GBP,1499834645.0,2017-07-12 04:44:05,9,0.89361,0.89375,0.89361,0.89369,0.8937,0.89383,0.8937,0.89377,0.89352,0.89367,0.89352,0.89361,
62,EUR_GBP,1499834650.0,2017-07-12 04:44:10,1,0.89369,0.89369,0.89367,0.89367,0.89377,0.89377,0.89375,0.89375,0.89361,0.89361,0.89359,0.89359,
63,EUR_GBP,1499834655.0,2017-07-12 04:44:15,1,0.89367,0.89369,0.89367,0.89369,0.89375,0.89377,0.89375,0.89377,0.89359,0.89361,0.89359,0.89361,
64,EUR_GBP,1499834665.0,2017-07-12 04:44:25,1,0.89369,0.89371,0.89369,0.89371,0.89377,0.89379,0.89377,0.89379,0.89361,0.89363,0.89361,0.89363,
65,EUR_GBP,1499834670.0,2017-07-12 04:44:30,2,0.89371,0.89373,0.89371,0.89371,0.89379,0.89383,0.89379,0.89381,0.89363,0.89363,0.89361,0.89361,
66,EUR_GBP,1499834675.0,2017-07-12 04:44:35,3,0.89371,0.89377,0.89371,0.89377,0.89381,0.89387,0.89381,0.89387,0.89361,0.89368,0.89361,0.89368,
67,EUR_GBP,1499834700.0,2017-07-12 04:45:00,2,0.89377,0.8938,0.89377,0.89377,0.89387,0.89388,0.89386,0.89386,0.89368,0.89371,0.89368,0.89369,
68,EUR_GBP,1499834705.0,2017-07-12 04:45:05,2,0.89377,0.89382,0.89377,0.89382,0.89386,0.8939,0.89386,0.8939,0.89369,0.89373,0.89369,0.89373,
69,EUR_GBP,1499834720.0,2017-07-12 04:45:20,4,0.89382,0.89382,0.89374,0.89377,0.8939,0.8939,0.89383,0.89385,0.89373,0.89373,0.89366,0.89369,
70,EUR_GBP,1499834725.0,2017-07-12 04:45:25,1,0.89377,0.89377,0.89374,0.89374,0.89385,0.89385,0.89383,0.89383,0.89369,0.89369,0.89366,0.89366,
71,EUR_GBP,1499834735.0,2017-07-12 04:45:35,2,0.89374,0.89374,0.8937,0.8937,0.89383,0.89383,0.89378,0.89378,0.89366,0.89366,0.89362,0.89362,
72,EUR_GBP,1499834740.0,2017-07-12 04:45:40,1,0.8937,0.8937,0.89367,0.89367,0.89378,0.89378,0.89377,0.89377,0.89362,0.89362,0.89358,0.89358,
73,EUR_GBP,1499834755.0,2017-07-12 04:45:55,4,0.89367,0.89376,0.89367,0.89376,0.89377,0.89385,0.89377,0.89385,0.89358,0.89368,0.89358,0.89368,
74,EUR_GBP,1499834775.0,2017-07-12 04:46:15,1,0.89376,0.89376,0.89374,0.89374,0.89385,0.89385,0.89383,0.89383,0.89368,0.89368,0.89366,0.89366,
75,EUR_GBP,1499834780.0,2017-07-12 04:46:20,1,0.89374,0.89377,0.89374,0.89377,0.89383,0.89386,0.89383,0.89386,0.89366,0.89368,0.89366,0.89368,
76,EUR_GBP,1499834790.0,2017-07-12 04:46:30,1,0.89377,0.89377,0.89374,0.89374,0.89386,0.89386,0.89383,0.89383,0.89368,0.89368,0.89366,0.89366,
77,EUR_GBP,1499834795.0,2017-07-12 04:46:35,1,0.89374,0.89376,0.89374,0.89376,0.89383,0.89385,0.89383,0.89385,0.89366,0.89368,0.89366,0.89368,
78,EUR_GBP,1499834800.0,2017-07-12 04:46:40,1,0.89376,0.89378,0.89376,0.89378,0.89385,0.89387,0.89385,0.89387,0.89368,0.8937,0.89368,0.8937,
79,EUR_GBP,1499834805.0,2017-07-12 04:46:45,1,0.89378,0.89382,0.89378,0.89382,0.89387,0.8939,0.89387,0.8939,0.8937,0.89373,0.8937,0.89373,
80,EUR_GBP,1499834810.0,2017-07-12 04:46:50,1,0.89382,0.89382,0.8938,0.8938,0.8939,0.8939,0.89388,0.89388,0.89373,0.89373,0.89371,0.89371,
81,EUR_GBP,1499834820.0,2017-07-12 04:47:00,2,0.8938,0.8938,0.89375,0.89375,0.89388,0.89388,0.89384,0.89384,0.89371,0.89371,0.89366,0.89366,
82,EUR_GBP,1499834840.0,2017-07-12 04:47:20,2,0.89375,0.89375,0.8937,0.8937,0.89384,0.89384,0.89378,0.89378,0.89366,0.89366,0.89362,0.89362,
83,EUR_GBP,1499834865.0,2017-07-12 04:47:45,2,0.8937,0.89375,0.8937,0.89375,0.89378,0.89383,0.89378,0.89383,0.89362,0.89367,0.89362,0.89367,
84,EUR_GBP,1499834910.0,2017-07-12 04:48:30,1,0.89375,0.89375,0.89373,0.89373,0.89383,0.89383,0.89381,0.89381,0.89367,0.89367,0.89365,0.89365,
85,EUR_GBP,1499834950.0,2017-07-12 04:49:10,1,0.89373,0.89375,0.89373,0.89375,0.89381,0.89383,0.89381,0.89383,0.89365,0.89367,0.89365,0.89367,
86,EUR_GBP,1499834955.0,2017-07-12 04:49:15,1,0.89375,0.89375,0.89372,0.89372,0.89383,0.89383,0.89381,0.89381,0.89367,0.89367,0.89364,0.89364,
87,EUR_GBP,1499834985.0,2017-07-12 04:49:45,1,0.89372,0.89374,0.89372,0.89374,0.89381,0.89382,0.89381,0.89382,0.89364,0.89367,0.89364,0.89367,
88,EUR_GBP,1499835005.0,2017-07-12 04:50:05,2,0.89374,0.89374,0.89372,0.89374,0.89382,0.89382,0.89381,0.89382,0.89367,0.89367,0.89364,0.89367,
89,EUR_GBP,1499835025.0,2017-07-12 04:50:25,4,0.89374,0.89374,0.89366,0.89366,0.89382,0.89382,0.89375,0.89375,0.89367,0.89367,0.89357,0.89357,
90,EUR_GBP,1499835035.0,2017-07-12 04:50:35,2,0.89366,0.89366,0.89361,0.89361,0.89375,0.89375,0.8937,0.8937,0.89357,0.89357,0.89352,0.89352,
91,EUR_GBP,1499835040.0,2017-07-12 04:50:40,1,0.89361,0.89361,0.89359,0.89359,0.8937,0.8937,0.89368,0.89368,0.89352,0.89352,0.8935,0.8935,
92,EUR_GBP,1499835050.0,2017-07-12 04:50:50,3,0.89359,0.89361,0.89357,0.89357,0.89368,0.8937,0.89366,0.89366,0.8935,0.89352,0.89348,0.89348,
93,EUR_GBP,1499835105.0,2017-07-12 04:51:45,1,0.89357,0.8936,0.89357,0.8936,0.89366,0.89368,0.89366,0.89368,0.89348,0.89351,0.89348,0.89351,
94,EUR_GBP,1499835110.0,2017-07-12 04:51:50,1,0.8936,0.8936,0.89358,0.89358,0.89368,0.89368,0.89367,0.89367,0.89351,0.89351,0.89348,0.89348,
95,EUR_GBP,1499835115.0,2017-07-12 04:51:55,3,0.89358,0.89365,0.89358,0.89365,0.89367,0.89373,0.89367,0.89373,0.89348,0.89357,0.89348,0.89357,
96,EUR_GBP,1499835160.0,2017-07-12 04:52:40,2,0.89365,0.89367,0.89365,0.89365,0.89373,0.89376,0.89373,0.89374,0.89357,0.89359,0.89357,0.89357,
97,EUR_GBP,1499835290.0,2017-07-12 04:54:50,1,0.89365,0.89365,0.89363,0.89363,0.89374,0.89374,0.89372,0.89372,0.89357,0.89357,0.89355,0.89355,
98,EUR_GBP,1499835295.0,2017-07-12 04:54:55,1,0.89363,0.89366,0.89363,0.89366,0.89372,0.89374,0.89372,0.89374,0.89355,0.89358,0.89355,0.89358,
99,EUR_GBP,1499835360.0,2017-07-12 04:56:00,1,0.89366,0.89366,0.89364,0.89364,0.89374,0.89374,0.89372,0.89372,0.89358,0.89358,0.89356,0.89356,
100,EUR_GBP,1499835370.0,2017-07-12 04:56:10,2,0.89364,0.89364,0.89362,0.89364,0.89372,0.89372,0.8937,0.89372,0.89356,0.89356,0.89353,0.89356,
101,EUR_GBP,1499835375.0,2017-07-12 04:56:15,1,0.89364,0.89366,0.89364,0.89366,0.89372,0.89375,0.89372,0.89375,0.89356,0.89358,0.89356,0.89358,
102,EUR_GBP,1499835425.0,2017-07-12 04:57:05,1,0.89366,0.89366,0.89364,0.89364,0.89375,0.89375,0.89373,0.89373,0.89358,0.89358,0.89356,0.89356,
103,EUR_GBP,1499835450.0,2017-07-12 04:57:30,2,0.89364,0.89364,0.8936,0.8936,0.89373,0.89373,0.89369,0.89369,0.89356,0.89356,0.89352,0.89352,
104,EUR_GBP,1499835460.0,2017-07-12 04:57:40,3,0.8936,0.8936,0.89354,0.89354,0.89369,0.89369,0.89362,0.89362,0.89352,0.89352,0.89346,0.89346,
105,EUR_GBP,1499835530.0,2017-07-12 04:58:50,1,0.89354,0.89354,0.89352,0.89352,0.89362,0.89362,0.89361,0.89361,0.89346,0.89346,0.89343,0.89343,
106,EUR_GBP,1499835575.0,2017-07-12 04:59:35,1,0.89352,0.89354,0.89352,0.89354,0.89361,0.89362,0.89361,0.89362,0.89343,0.89346,0.89343,0.89346,
107,EUR_GBP,1499835610.0,2017-07-12 05:00:10,1,0.89354,0.89354,0.89352,0.89352,0.89362,0.89362,0.8936,0.8936,0.89346,0.89346,0.89344,0.89344,
108,EUR_GBP,1499835620.0,2017-07-12 05:00:20,1,0.89352,0.89352,0.8935,0.8935,0.8936,0.8936,0.89359,0.89359,0.89344,0.89344,0.89341,0.89341,
109,EUR_GBP,1499835625.0,2017-07-12 05:00:25,1,0.8935,0.8935,0.89348,0.89348,0.89359,0.89359,0.89356,0.89356,0.89341,0.89341,0.89339,0.89339,
110,EUR_GBP,1499835635.0,2017-07-12 05:00:35,1,0.89348,0.89348,0.89345,0.89345,0.89356,0.89356,0.89354,0.89354,0.89339,0.89339,0.89337,0.89337,
111,EUR_GBP,1499835640.0,2017-07-12 05:00:40,1,0.89345,0.89345,0.89343,0.89343,0.89354,0.89354,0.89352,0.89352,0.89337,0.89337,0.89335,0.89335,
112,EUR_GBP,1499835665.0,2017-07-12 05:01:05,2,0.89343,0.89348,0.89343,0.89348,0.89352,0.89356,0.89352,0.89356,0.89335,0.8934,0.89335,0.8934,
113,EUR_GBP,1499835670.0,2017-07-12 05:01:10,2,0.89348,0.89348,0.89343,0.89343,0.89356,0.89356,0.89352,0.89352,0.8934,0.8934,0.89335,0.89335,
114,EUR_GBP,1499835680.0,2017-07-12 05:01:20,2,0.89343,0.89343,0.89338,0.89338,0.89352,0.89352,0.89347,0.89347,0.89335,0.89335,0.8933,0.8933,
115,EUR_GBP,1499835690.0,2017-07-12 05:01:30,1,0.89338,0.89338,0.89336,0.89336,0.89347,0.89347,0.89345,0.89345,0.8933,0.8933,0.89328,0.89328,
116,EUR_GBP,1499835695.0,2017-07-12 05:01:35,1,0.89336,0.89338,0.89336,0.89338,0.89345,0.89347,0.89345,0.89347,0.89328,0.8933,0.89328,0.8933,
117,EUR_GBP,1499835710.0,2017-07-12 05:01:50,1,0.89338,0.89338,0.89336,0.89336,0.89347,0.89347,0.89346,0.89346,0.8933,0.8933,0.89327,0.89327,
118,EUR_GBP,1499835715.0,2017-07-12 05:01:55,2,0.89336,0.8934,0.89336,0.8934,0.89346,0.89349,0.89346,0.89349,0.89327,0.89332,0.89327,0.89332,
119,EUR_GBP,1499835730.0,2017-07-12 05:02:10,1,0.8934,0.8934,0.89338,0.89338,0.89349,0.89349,0.89347,0.89347,0.89332,0.89332,0.8933,0.8933,
120,EUR_GBP,1499835805.0,2017-07-12 05:03:25,1,0.89338,0.89338,0.89336,0.89336,0.89347,0.89347,0.89346,0.89346,0.8933,0.8933,0.89327,0.89327,
121,EUR_GBP,1499835835.0,2017-07-12 05:03:55,1,0.89336,0.89336,0.89334,0.89334,0.89346,0.89346,0.89343,0.89343,0.89327,0.89327,0.89325,0.89325,
122,EUR_GBP,1499835840.0,2017-07-12 05:04:00,1,0.89334,0.89336,0.89334,0.89336,0.89343,0.89345,0.89343,0.89345,0.89325,0.89328,0.89325,0.89328,
123,EUR_GBP,1499835850.0,2017-07-12 05:04:10,2,0.89336,0.8934,0.89336,0.8934,0.89345,0.89349,0.89345,0.89349,0.89328,0.89332,0.89328,0.89332,
124,EUR_GBP,1499835885.0,2017-07-12 05:04:45,3,0.8934,0.89347,0.8934,0.89347,0.89349,0.89356,0.89349,0.89356,0.89332,0.89338,0.89332,0.89338,
125,EUR_GBP,1499835900.0,2017-07-12 05:05:00,1,0.89347,0.89349,0.89347,0.89349,0.89356,0.89358,0.89356,0.89358,0.89338,0.8934,0.89338,0.8934,
126,EUR_GBP,1499835905.0,2017-07-12 05:05:05,1,0.89349,0.89351,0.89349,0.89351,0.89358,0.89359,0.89358,0.89359,0.8934,0.89343,0.8934,0.89343,
127,EUR_GBP,1499835920.0,2017-07-12 05:05:20,2,0.89351,0.89356,0.89351,0.89356,0.89359,0.89365,0.89359,0.89365,0.89343,0.89347,0.89343,0.89347,
128,EUR_GBP,1499835930.0,2017-07-12 05:05:30,3,0.89356,0.89358,0.89353,0.89353,0.89365,0.89367,0.89362,0.89362,0.89347,0.89349,0.89345,0.89345,
129,EUR_GBP,1499835935.0,2017-07-12 05:05:35,1,0.89353,0.89356,0.89353,0.89356,0.89362,0.89365,0.89362,0.89365,0.89345,0.89347,0.89345,0.89347,
130,EUR_GBP,1499835940.0,2017-07-12 05:05:40,1,0.89356,0.89356,0.89354,0.89354,0.89365,0.89365,0.89363,0.89363,0.89347,0.89347,0.89345,0.89345,
131,EUR_GBP,1499835970.0,2017-07-12 05:06:10,1,0.89354,0.89356,0.89354,0.89356,0.89363,0.89364,0.89363,0.89364,0.89345,0.89348,0.89345,0.89348,
132,EUR_GBP,1499835980.0,2017-07-12 05:06:20,2,0.89356,0.89356,0.89352,0.89352,0.89364,0.89364,0.89359,0.89359,0.89348,0.89348,0.89344,0.89344,
133,EUR_GBP,1499836025.0,2017-07-12 05:07:05,2,0.89352,0.89357,0.89352,0.89357,0.89359,0.89365,0.89359,0.89365,0.89344,0.89349,0.89344,0.89349,
134,EUR_GBP,1499836035.0,2017-07-12 05:07:15,1,0.89357,0.89359,0.89357,0.89359,0.89365,0.89367,0.89365,0.89367,0.89349,0.89352,0.89349,0.89352,
135,EUR_GBP,1499836075.0,2017-07-12 05:07:55,1,0.89359,0.89362,0.89359,0.89362,0.89367,0.8937,0.89367,0.8937,0.89352,0.89353,0.89352,0.89353,
136,EUR_GBP,1499836085.0,2017-07-12 05:08:05,1,0.89362,0.89364,0.89362,0.89364,0.8937,0.89372,0.8937,0.89372,0.89353,0.89357,0.89353,0.89357,
137,EUR_GBP,1499836100.0,2017-07-12 05:08:20,1,0.89364,0.89367,0.89364,0.89367,0.89372,0.89375,0.89372,0.89375,0.89357,0.89359,0.89357,0.89359,
138,EUR_GBP,1499836120.0,2017-07-12 05:08:40,1,0.89367,0.89367,0.89364,0.89364,0.89375,0.89375,0.89372,0.89372,0.89359,0.89359,0.89357,0.89357,
139,EUR_GBP,1499836125.0,2017-07-12 05:08:45,1,0.89364,0.89366,0.89364,0.89366,0.89372,0.89375,0.89372,0.89375,0.89357,0.89358,0.89357,0.89358,
140,EUR_GBP,1499836140.0,2017-07-12 05:09:00,1,0.89366,0.89368,0.89366,0.89368,0.89375,0.89376,0.89375,0.89376,0.89358,0.89361,0.89358,0.89361,
141,EUR_GBP,1499836150.0,2017-07-12 05:09:10,1,0.89368,0.89368,0.89366,0.89366,0.89376,0.89376,0.89375,0.89375,0.89361,0.89361,0.89358,0.89358,
142,EUR_GBP,1499836155.0,2017-07-12 05:09:15,1,0.89366,0.89369,0.89366,0.89369,0.89375,0.89377,0.89375,0.89377,0.89358,0.89361,0.89358,0.89361,
143,EUR_GBP,1499836160.0,2017-07-12 05:09:20,3,0.89369,0.89372,0.89367,0.89367,0.89377,0.8938,0.89375,0.89375,0.89361,0.89363,0.89359,0.89359,
144,EUR_GBP,1499836170.0,2017-07-12 05:09:30,2,0.89367,0.89367,0.89362,0.89362,0.89375,0.89375,0.89369,0.89369,0.89359,0.89359,0.89355,0.89355,
145,EUR_GBP,1499836185.0,2017-07-12 05:09:45,2,0.89362,0.89364,0.89362,0.89362,0.89369,0.89372,0.89369,0.89369,0.89355,0.89356,0.89355,0.89355,
146,EUR_GBP,1499836205.0,2017-07-12 05:10:05,4,0.89362,0.89362,0.89355,0.89358,0.89369,0.89369,0.89364,0.89366,0.89355,0.89355,0.89347,0.8935,
147,EUR_GBP,1499836220.0,2017-07-12 05:10:20,1,0.89358,0.89361,0.89358,0.89361,0.89366,0.89369,0.89366,0.89369,0.8935,0.89353,0.8935,0.89353,
148,EUR_GBP,1499836225.0,2017-07-12 05:10:25,2,0.89361,0.89366,0.89361,0.89366,0.89369,0.89374,0.89369,0.89374,0.89353,0.89358,0.89353,0.89358,
