Index,Timestamp,UTCdate,Volume,Ask.c,Ask.h,Ask.o,Ask.l,Bid.c,Bid.h,Bid.o,Bid.l,Mid.c,Mid.h,Mid.o,Mid.l,
129,1497950345.0,2017-06-20 09:19:05,3,0.8793,0.87934,0.8793,0.87934,0.87937,0.87941,0.87937,0.87941,0.87923,0.87927,0.87923,0.87927,
130,1497950360.0,2017-06-20 09:19:20,1,0.87932,0.87932,0.87932,0.87932,0.87939,0.87939,0.87939,0.87939,0.87924,0.87924,0.87924,0.87924,
131,1497950365.0,2017-06-20 09:19:25,1,0.87929,0.87929,0.87929,0.87929,0.87936,0.87936,0.87936,0.87936,0.87923,0.87923,0.87923,0.87923,
132,1497950380.0,2017-06-20 09:19:40,4,0.87932,0.87938,0.87932,0.87938,0.87939,0.87945,0.87939,0.87945,0.87925,0.87931,0.87925,0.87931,
133,1497950390.0,2017-06-20 09:19:50,1,0.8794,0.8794,0.8794,0.8794,0.87947,0.87947,0.87947,0.87947,0.87934,0.87934,0.87934,0.87934,
134,1497950395.0,2017-06-20 09:19:55,2,0.87943,0.87945,0.87943,0.87945,0.87949,0.87952,0.87949,0.87952,0.87936,0.87937,0.87936,0.87937,
135,1497950400.0,2017-06-20 09:20:00,1,0.87947,0.87947,0.87947,0.87947,0.87955,0.87955,0.87955,0.87955,0.87939,0.87939,0.87939,0.87939,
136,1497950430.0,2017-06-20 09:20:30,1,0.87949,0.87949,0.87949,0.87949,0.87957,0.87957,0.87957,0.87957,0.87942,0.87942,0.87942,0.87942,
137,1497950450.0,2017-06-20 09:20:50,1,0.87952,0.87952,0.87952,0.87952,0.87958,0.87958,0.87958,0.87958,0.87945,0.87945,0.87945,0.87945,
138,1497950455.0,2017-06-20 09:20:55,2,0.87949,0.87952,0.87949,0.87952,0.87957,0.87959,0.87957,0.87959,0.87942,0.87944,0.87942,0.87944,
139,1497950460.0,2017-06-20 09:21:00,1,0.87949,0.87949,0.87949,0.87949,0.87957,0.87957,0.87957,0.87957,0.87942,0.87942,0.87942,0.87942,
140,1497950465.0,2017-06-20 09:21:05,5,0.87946,0.87937,0.87937,0.87946,0.87954,0.87945,0.87945,0.87954,0.87939,0.87929,0.87929,0.87939,
141,1497950470.0,2017-06-20 09:21:10,2,0.87939,0.87941,0.87939,0.87941,0.87947,0.87949,0.87947,0.87949,0.87931,0.87933,0.87931,0.87933,
142,1497950475.0,2017-06-20 09:21:15,1,0.87943,0.87943,0.87943,0.87943,0.87951,0.87951,0.87951,0.87951,0.87936,0.87936,0.87936,0.87936,
143,1497950490.0,2017-06-20 09:21:30,2,0.87941,0.87939,0.87939,0.87941,0.87949,0.87946,0.87946,0.87949,0.87933,0.87932,0.87932,0.87933,
144,1497950515.0,2017-06-20 09:21:55,1,0.87937,0.87937,0.87937,0.87937,0.87945,0.87945,0.87945,0.87945,0.87929,0.87929,0.87929,0.87929,
145,1497950520.0,2017-06-20 09:22:00,1,0.87939,0.87939,0.87939,0.87939,0.87946,0.87946,0.87946,0.87946,0.87932,0.87932,0.87932,0.87932,
146,1497950540.0,2017-06-20 09:22:20,3,0.87937,0.87932,0.87932,0.87937,0.87945,0.8794,0.8794,0.87945,0.87929,0.87925,0.87925,0.87929,
147,1497950545.0,2017-06-20 09:22:25,1,0.87935,0.87935,0.87935,0.87935,0.87942,0.87942,0.87942,0.87942,0.87927,0.87927,0.87927,0.87927,
148,1497950555.0,2017-06-20 09:22:35,1,0.87937,0.87937,0.87937,0.87937,0.87944,0.87944,0.87944,0.87944,0.8793,0.8793,0.8793,0.8793,
149,1497950560.0,2017-06-20 09:22:40,1,0.87939,0.87939,0.87939,0.87939,0.87946,0.87946,0.87946,0.87946,0.87932,0.87932,0.87932,0.87932,
150,1497950580.0,2017-06-20 09:23:00,1,0.87941,0.87941,0.87941,0.87941,0.87947,0.87947,0.87947,0.87947,0.87935,0.87935,0.87935,0.87935,
151,1497950590.0,2017-06-20 09:23:10,1,0.87939,0.87939,0.87939,0.87939,0.87946,0.87946,0.87946,0.87946,0.87932,0.87932,0.87932,0.87932,
152,1497950610.0,2017-06-20 09:23:30,4,0.87942,0.87939,0.87936,0.87942,0.87949,0.87946,0.87944,0.87949,0.87934,0.87931,0.87929,0.87934,
153,1497950615.0,2017-06-20 09:23:35,6,0.87936,0.87925,0.87925,0.87936,0.87944,0.87933,0.87933,0.87944,0.87929,0.87918,0.87918,0.87929,
154,1497950620.0,2017-06-20 09:23:40,1,0.87923,0.87923,0.87923,0.87923,0.87931,0.87931,0.87931,0.87931,0.87915,0.87915,0.87915,0.87915,
155,1497950625.0,2017-06-20 09:23:45,1,0.87921,0.87921,0.87921,0.87921,0.87928,0.87928,0.87928,0.87928,0.87913,0.87913,0.87913,0.87913,
156,1497950630.0,2017-06-20 09:23:50,2,0.87918,0.87916,0.87916,0.87918,0.87926,0.87924,0.87924,0.87926,0.87911,0.87909,0.87909,0.87911,
157,1497950635.0,2017-06-20 09:23:55,3,0.87913,0.87909,0.87909,0.87913,0.87921,0.87917,0.87917,0.87921,0.87906,0.87902,0.87902,0.87906,
158,1497950640.0,2017-06-20 09:24:00,1,0.87912,0.87912,0.87912,0.87912,0.87919,0.87919,0.87919,0.87919,0.87905,0.87905,0.87905,0.87905,
159,1497950645.0,2017-06-20 09:24:05,1,0.8791,0.8791,0.8791,0.8791,0.87917,0.87917,0.87917,0.87917,0.87903,0.87903,0.87903,0.87903,
