Index,Timestamp,UTCdate,Volume,Ask.c,Ask.h,Ask.o,Ask.l,Bid.c,Bid.h,Bid.o,Bid.l,Mid.c,Mid.h,Mid.o,Mid.l,
24,1497594000.0,2017-06-16 06:20:00,55,0.87326,0.87331,0.873,0.87304,0.87333,0.87339,0.87308,0.87311,0.87319,0.87324,0.87292,0.87297,
25,1497594300.0,2017-06-16 06:25:00,107,0.87343,0.87356,0.87308,0.87324,0.87351,0.87362,0.87316,0.87331,0.87336,0.8735,0.87299,0.87317,
26,1497594600.0,2017-06-16 06:30:00,176,0.87277,0.87341,0.87271,0.87341,0.87285,0.87348,0.87279,0.87348,0.87268,0.87334,0.87263,0.87334,
27,1497594900.0,2017-06-16 06:35:00,99,0.87308,0.87308,0.87266,0.87279,0.87317,0.87317,0.87274,0.87287,0.87299,0.87299,0.87258,0.87272,
28,1497595200.0,2017-06-16 06:40:00,104,0.87283,0.87307,0.87261,0.87305,0.87291,0.87314,0.87268,0.87313,0.87276,0.873,0.87254,0.87298,
29,1497595500.0,2017-06-16 06:45:00,102,0.87317,0.87347,0.87286,0.87286,0.87325,0.87353,0.87294,0.87294,0.8731,0.87341,0.87279,0.87279,
30,1497595800.0,2017-06-16 06:50:00,75,0.87325,0.87336,0.87303,0.87315,0.87332,0.87344,0.87311,0.87323,0.87318,0.87329,0.87296,0.87308,
31,1497596100.0,2017-06-16 06:55:00,89,0.87351,0.87372,0.87324,0.87327,0.87359,0.87379,0.87332,0.87335,0.87343,0.87365,0.87317,0.87319,
32,1497596400.0,2017-06-16 07:00:00,126,0.87346,0.87414,0.8734,0.87349,0.87353,0.87421,0.87347,0.87357,0.87338,0.87407,0.87333,0.87341,
33,1497596700.0,2017-06-16 07:05:00,90,0.87337,0.8735,0.87327,0.87343,0.87345,0.87357,0.87334,0.8735,0.8733,0.87344,0.8732,0.87337,
34,1497597000.0,2017-06-16 07:10:00,201,0.87408,0.87408,0.87325,0.87335,0.87414,0.87414,0.87332,0.87343,0.87402,0.87402,0.87318,0.87328,
35,1497597300.0,2017-06-16 07:15:00,151,0.87357,0.87415,0.87347,0.87411,0.87364,0.87423,0.87354,0.87417,0.8735,0.87408,0.87341,0.87404,
36,1497597600.0,2017-06-16 07:20:00,80,0.87359,0.87361,0.8734,0.87359,0.87366,0.87369,0.87347,0.87367,0.87352,0.87354,0.87333,0.87352,
37,1497597900.0,2017-06-16 07:25:00,63,0.87347,0.87365,0.87343,0.87361,0.87354,0.87372,0.87351,0.87369,0.8734,0.87358,0.87336,0.87353,
38,1497598200.0,2017-06-16 07:30:00,48,0.87342,0.87354,0.87339,0.8735,0.87349,0.87361,0.87346,0.87356,0.87335,0.87347,0.87332,0.87343,
39,1497598500.0,2017-06-16 07:35:00,83,0.87346,0.87364,0.87324,0.8734,0.87354,0.87371,0.87331,0.87346,0.87339,0.87357,0.87317,0.87334,
40,1497598800.0,2017-06-16 07:40:00,133,0.87347,0.87377,0.87334,0.87349,0.87355,0.87385,0.87342,0.87356,0.8734,0.8737,0.87326,0.87342,
41,1497599100.0,2017-06-16 07:45:00,113,0.87349,0.87363,0.87334,0.87345,0.87356,0.8737,0.8734,0.87352,0.87341,0.87357,0.87328,0.87339,
42,1497599400.0,2017-06-16 07:50:00,102,0.87383,0.8739,0.87339,0.87351,0.87391,0.87397,0.87346,0.87358,0.87376,0.87383,0.87332,0.87344,
43,1497599700.0,2017-06-16 07:55:00,137,0.87437,0.87443,0.87385,0.87385,0.87445,0.8745,0.87392,0.87392,0.87429,0.87436,0.87379,0.87379,
44,1497600000.0,2017-06-16 08:00:00,130,0.8747,0.8747,0.87419,0.87435,0.87477,0.87477,0.87426,0.87442,0.87463,0.87463,0.87413,0.87428,
45,1497600300.0,2017-06-16 08:05:00,151,0.87469,0.87488,0.87447,0.87472,0.87476,0.87495,0.87454,0.8748,0.87462,0.8748,0.8744,0.87465,
46,1497600600.0,2017-06-16 08:10:00,100,0.87466,0.87483,0.87452,0.87466,0.87473,0.8749,0.87459,0.87473,0.87459,0.87476,0.87445,0.87459,
47,1497600900.0,2017-06-16 08:15:00,88,0.87476,0.87483,0.87454,0.87468,0.87483,0.87491,0.87462,0.87475,0.87469,0.87476,0.87447,0.87462,
48,1497601200.0,2017-06-16 08:20:00,49,0.87456,0.87474,0.87449,0.87474,0.87464,0.87481,0.87456,0.87481,0.87449,0.87467,0.87441,0.87467,
49,1497601500.0,2017-06-16 08:25:00,107,0.87492,0.87513,0.87453,0.87459,0.875,0.87519,0.87461,0.87467,0.87485,0.87507,0.87445,0.87452,
50,1497601800.0,2017-06-16 08:30:00,46,0.87488,0.87496,0.87478,0.8749,0.87495,0.87503,0.87486,0.87497,0.87481,0.8749,0.87471,0.87483,
51,1497602100.0,2017-06-16 08:35:00,42,0.87477,0.87488,0.87464,0.87486,0.87485,0.87495,0.87471,0.87493,0.87469,0.8748,0.87457,0.87479,
52,1497602400.0,2017-06-16 08:40:00,76,0.87467,0.87489,0.87462,0.87475,0.87474,0.87496,0.87469,0.87482,0.8746,0.87483,0.87456,0.87468,
53,1497602700.0,2017-06-16 08:45:00,115,0.87527,0.87542,0.87467,0.87469,0.87534,0.87549,0.87474,0.87476,0.8752,0.87535,0.87461,0.87463,
54,1497603000.0,2017-06-16 08:50:00,127,0.87519,0.87537,0.87484,0.87525,0.87525,0.87545,0.8749,0.87532,0.87514,0.8753,0.87478,0.87518,
55,1497603300.0,2017-06-16 08:55:00,95,0.87517,0.87532,0.87506,0.87517,0.87527,0.87539,0.87513,0.87523,0.87507,0.87525,0.87499,0.87511,
56,1497603600.0,2017-06-16 09:00:00,124,0.87523,0.87544,0.87484,0.87515,0.8753,0.87552,0.87495,0.87525,0.87516,0.87537,0.87474,0.87505,
57,1497603900.0,2017-06-16 09:05:00,73,0.87527,0.87541,0.8752,0.87525,0.87534,0.87549,0.87528,0.87532,0.8752,0.87534,0.87513,0.87519,
58,1497604200.0,2017-06-16 09:10:00,78,0.8751,0.87525,0.87493,0.87525,0.87517,0.87532,0.87501,0.87532,0.87503,0.87518,0.87486,0.87518,
59,1497604500.0,2017-06-16 09:15:00,94,0.87519,0.87528,0.87485,0.87512,0.87525,0.87535,0.87492,0.87519,0.87513,0.87521,0.87479,0.87505,
60,1497604800.0,2017-06-16 09:20:00,52,0.87531,0.87533,0.87515,0.87522,0.87538,0.8754,0.87523,0.87529,0.87524,0.87527,0.87508,0.87514,
61,1497605100.0,2017-06-16 09:25:00,79,0.87539,0.87557,0.87529,0.87533,0.87547,0.87565,0.87536,0.8754,0.87532,0.8755,0.87522,0.87527,
62,1497605400.0,2017-06-16 09:30:00,48,0.87536,0.87555,0.87533,0.87537,0.87543,0.87562,0.87539,0.87544,0.8753,0.87548,0.87526,0.8753,
63,1497605700.0,2017-06-16 09:35:00,71,0.8753,0.87544,0.87519,0.87538,0.87537,0.87551,0.87526,0.87545,0.87523,0.87537,0.87512,0.87532,
64,1497606000.0,2017-06-16 09:40:00,65,0.87492,0.87527,0.87486,0.87527,0.87499,0.87534,0.87493,0.87534,0.87486,0.8752,0.8748,0.8752,
65,1497606300.0,2017-06-16 09:45:00,88,0.87491,0.875,0.87472,0.87494,0.87498,0.87506,0.87478,0.87501,0.87485,0.87494,0.87465,0.87488,
66,1497606600.0,2017-06-16 09:50:00,60,0.87499,0.87509,0.87479,0.87494,0.87506,0.87517,0.87485,0.875,0.87493,0.87501,0.87472,0.87487,
67,1497606900.0,2017-06-16 09:55:00,71,0.87517,0.87517,0.87476,0.87496,0.87524,0.87525,0.87484,0.87503,0.8751,0.8751,0.87469,0.8749,
68,1497607200.0,2017-06-16 10:00:00,50,0.87532,0.8754,0.87517,0.87519,0.87539,0.87547,0.87524,0.87526,0.87525,0.87533,0.8751,0.87512,
69,1497607500.0,2017-06-16 10:05:00,37,0.8751,0.87534,0.87503,0.8753,0.87518,0.87541,0.8751,0.87537,0.87503,0.87528,0.87497,0.87523,
70,1497607800.0,2017-06-16 10:10:00,74,0.87535,0.8754,0.87503,0.87508,0.87542,0.87547,0.8751,0.87515,0.87528,0.87533,0.87496,0.87501,
71,1497608100.0,2017-06-16 10:15:00,33,0.87519,0.8754,0.87514,0.87533,0.87527,0.87546,0.87522,0.87539,0.87512,0.87533,0.87507,0.87527,
72,1497608400.0,2017-06-16 10:20:00,46,0.87519,0.87535,0.8751,0.87522,0.87526,0.87542,0.87517,0.87529,0.87512,0.87528,0.87503,0.87514,
73,1497608700.0,2017-06-16 10:25:00,47,0.87484,0.87521,0.87469,0.87517,0.87491,0.87528,0.87476,0.87524,0.87478,0.87514,0.87463,0.8751,
74,1497609000.0,2017-06-16 10:30:00,50,0.875,0.87508,0.87487,0.87487,0.87507,0.87516,0.87495,0.87495,0.87493,0.87501,0.87479,0.87479,
75,1497609300.0,2017-06-16 10:35:00,83,0.87535,0.87548,0.87495,0.87498,0.87542,0.87555,0.87503,0.87505,0.87529,0.87542,0.87488,0.87491,
76,1497609600.0,2017-06-16 10:40:00,42,0.87533,0.87549,0.87533,0.87538,0.8754,0.87556,0.8754,0.87545,0.87527,0.87542,0.87527,0.87531,
77,1497609900.0,2017-06-16 10:45:00,38,0.87506,0.87535,0.87506,0.87535,0.87513,0.87543,0.87513,0.87543,0.875,0.87528,0.875,0.87528,
78,1497610200.0,2017-06-16 10:50:00,36,0.87521,0.87521,0.87503,0.87509,0.87528,0.87528,0.8751,0.87516,0.87514,0.87514,0.87496,0.87502,
79,1497610500.0,2017-06-16 10:55:00,52,0.87494,0.87535,0.87489,0.87524,0.875,0.87542,0.87496,0.87531,0.87488,0.87529,0.87483,0.87517,
80,1497610800.0,2017-06-16 11:00:00,89,0.87504,0.87506,0.87472,0.87497,0.87511,0.87512,0.8748,0.87504,0.87497,0.87499,0.87465,0.8749,
81,1497611100.0,2017-06-16 11:05:00,51,0.87481,0.87507,0.87467,0.87507,0.87488,0.87514,0.87474,0.87514,0.87474,0.875,0.8746,0.875,
82,1497611400.0,2017-06-16 11:10:00,80,0.87483,0.87484,0.8745,0.87479,0.8749,0.8749,0.87457,0.87485,0.87476,0.87477,0.87443,0.87472,
83,1497611700.0,2017-06-16 11:15:00,22,0.87494,0.87496,0.87485,0.87485,0.875,0.87503,0.87492,0.87492,0.87488,0.87489,0.87478,0.87478,
84,1497612000.0,2017-06-16 11:20:00,44,0.87489,0.87502,0.87486,0.87491,0.87496,0.87509,0.87493,0.87499,0.87482,0.87496,0.87479,0.87484,
85,1497612300.0,2017-06-16 11:25:00,19,0.87495,0.87495,0.87486,0.87491,0.87502,0.87503,0.87493,0.87498,0.87488,0.87488,0.8748,0.87484,
86,1497612600.0,2017-06-16 11:30:00,31,0.87502,0.87502,0.87489,0.87497,0.87509,0.87509,0.87497,0.87504,0.87495,0.87495,0.87482,0.87491,
87,1497612900.0,2017-06-16 11:35:00,35,0.87501,0.87501,0.87489,0.875,0.87508,0.87508,0.87495,0.87506,0.87494,0.87494,0.87482,0.87494,
88,1497613200.0,2017-06-16 11:40:00,50,0.87492,0.87507,0.87489,0.87499,0.87499,0.87514,0.87496,0.87506,0.87485,0.87501,0.87483,0.87492,
89,1497613500.0,2017-06-16 11:45:00,63,0.87459,0.87494,0.87459,0.8749,0.87466,0.875,0.87466,0.87497,0.87452,0.87487,0.87452,0.87483,
90,1497613800.0,2017-06-16 11:50:00,40,0.87461,0.87463,0.87442,0.87461,0.87468,0.8747,0.87448,0.87468,0.87453,0.87457,0.87435,0.87454,
91,1497614100.0,2017-06-16 11:55:00,78,0.87445,0.87478,0.87439,0.87463,0.87452,0.87485,0.87447,0.8747,0.87438,0.87471,0.87431,0.87457,
92,1497614400.0,2017-06-16 12:00:00,78,0.87448,0.87457,0.87428,0.87447,0.87455,0.87464,0.87435,0.87454,0.87441,0.8745,0.87422,0.87441,
93,1497614700.0,2017-06-16 12:05:00,53,0.87455,0.87458,0.87432,0.87446,0.87462,0.87465,0.87439,0.87453,0.87449,0.87451,0.87425,0.87439,
94,1497615000.0,2017-06-16 12:10:00,27,0.87449,0.8746,0.87445,0.87457,0.87456,0.87467,0.87452,0.87464,0.87442,0.87453,0.87438,0.87451,
95,1497615300.0,2017-06-16 12:15:00,42,0.87445,0.87459,0.87439,0.87451,0.87452,0.87467,0.87447,0.87458,0.87439,0.87451,0.87432,0.87444,
96,1497615600.0,2017-06-16 12:20:00,66,0.87441,0.87456,0.87436,0.87443,0.87449,0.87464,0.87444,0.87451,0.87434,0.87448,0.87429,0.87435,
97,1497615900.0,2017-06-16 12:25:00,92,0.87442,0.87448,0.8742,0.87444,0.87455,0.87458,0.87427,0.87451,0.87429,0.8744,0.87413,0.87436,
98,1497616200.0,2017-06-16 12:30:00,130,0.87412,0.87464,0.87412,0.87445,0.87419,0.87471,0.87419,0.87468,0.87405,0.87457,0.87405,0.87423,
99,1497616500.0,2017-06-16 12:35:00,144,0.87436,0.87447,0.87378,0.87414,0.87443,0.87454,0.87386,0.87421,0.87429,0.87441,0.87371,0.87407,
100,1497616800.0,2017-06-16 12:40:00,89,0.87438,0.87448,0.87415,0.87439,0.87445,0.87455,0.87423,0.87446,0.87431,0.87441,0.87408,0.87432,
101,1497617100.0,2017-06-16 12:45:00,54,0.87432,0.87444,0.87428,0.87435,0.87439,0.87451,0.87435,0.87442,0.87425,0.87437,0.87421,0.87429,
102,1497617400.0,2017-06-16 12:50:00,109,0.87443,0.8745,0.87418,0.8743,0.87449,0.87457,0.87425,0.87437,0.87437,0.87443,0.87411,0.87423,
103,1497617700.0,2017-06-16 12:55:00,63,0.87444,0.87467,0.87431,0.87445,0.87451,0.87474,0.87438,0.87452,0.87436,0.87461,0.87425,0.87439,
104,1497618000.0,2017-06-16 13:00:00,78,0.87462,0.87469,0.87435,0.87441,0.8747,0.87476,0.87442,0.87448,0.87455,0.87463,0.87428,0.87435,
105,1497618300.0,2017-06-16 13:05:00,81,0.8749,0.87496,0.87446,0.8746,0.87497,0.87503,0.87453,0.87467,0.87484,0.87489,0.87439,0.87454,
106,1497618600.0,2017-06-16 13:10:00,93,0.87448,0.87489,0.87441,0.87489,0.87455,0.87495,0.87448,0.87495,0.87442,0.87482,0.87433,0.87482,
107,1497618900.0,2017-06-16 13:15:00,49,0.87431,0.87452,0.87428,0.8745,0.87438,0.8746,0.87435,0.87457,0.87424,0.87446,0.87421,0.87444,
108,1497619200.0,2017-06-16 13:20:00,39,0.87438,0.87445,0.87432,0.87433,0.87445,0.87453,0.87439,0.8744,0.87432,0.87438,0.87425,0.87426,
109,1497619500.0,2017-06-16 13:25:00,48,0.87415,0.87447,0.87413,0.87441,0.87422,0.87454,0.8742,0.87448,0.87408,0.8744,0.87406,0.87433,
110,1497619800.0,2017-06-16 13:30:00,180,0.87473,0.87479,0.87407,0.87418,0.87481,0.87486,0.87414,0.87424,0.87466,0.87472,0.874,0.87411,
111,1497620100.0,2017-06-16 13:35:00,129,0.87539,0.87546,0.87476,0.87476,0.87547,0.87553,0.87483,0.87483,0.87532,0.87539,0.87469,0.87469,
112,1497620400.0,2017-06-16 13:40:00,73,0.87522,0.87541,0.87515,0.87541,0.87529,0.87548,0.87522,0.87548,0.87515,0.87535,0.87509,0.87535,
113,1497620700.0,2017-06-16 13:45:00,66,0.87506,0.8753,0.87486,0.87524,0.87514,0.87537,0.87493,0.87531,0.87499,0.87524,0.87479,0.87517,
114,1497621000.0,2017-06-16 13:50:00,84,0.8751,0.87522,0.87483,0.87504,0.87517,0.87529,0.87489,0.87511,0.87503,0.87515,0.87476,0.87497,
115,1497621300.0,2017-06-16 13:55:00,85,0.875,0.87541,0.87483,0.87512,0.87514,0.87549,0.87496,0.87519,0.87486,0.87533,0.87471,0.87505,
116,1497621600.0,2017-06-16 14:00:00,169,0.87518,0.87544,0.87499,0.87502,0.87524,0.87551,0.87512,0.87515,0.87511,0.87537,0.87484,0.8749,
117,1497621900.0,2017-06-16 14:05:00,177,0.8754,0.87542,0.87471,0.87515,0.87547,0.87549,0.87478,0.87522,0.87533,0.87535,0.87464,0.87509,
118,1497622200.0,2017-06-16 14:10:00,110,0.8753,0.87539,0.87511,0.87537,0.87537,0.87545,0.87518,0.87545,0.87523,0.87533,0.87505,0.8753,
119,1497622500.0,2017-06-16 14:15:00,98,0.87547,0.8755,0.87525,0.87532,0.87554,0.87558,0.87532,0.87539,0.8754,0.87543,0.87519,0.87525,
120,1497622800.0,2017-06-16 14:20:00,35,0.87547,0.8755,0.87537,0.87545,0.87554,0.87557,0.87545,0.87551,0.8754,0.87544,0.8753,0.87538,
121,1497623100.0,2017-06-16 14:25:00,88,0.87534,0.87549,0.87526,0.87549,0.87541,0.87556,0.87533,0.87555,0.87528,0.87543,0.87519,0.87543,
122,1497623400.0,2017-06-16 14:30:00,129,0.87517,0.87561,0.87517,0.87537,0.87524,0.87568,0.87524,0.87544,0.8751,0.87554,0.8751,0.8753,
123,1497623700.0,2017-06-16 14:35:00,171,0.87517,0.87527,0.87467,0.87519,0.87524,0.87535,0.87474,0.87526,0.8751,0.8752,0.87461,0.87512,
124,1497624000.0,2017-06-16 14:40:00,104,0.87519,0.87537,0.87513,0.87515,0.87526,0.87545,0.8752,0.87522,0.87512,0.8753,0.87506,0.87508,
125,1497624300.0,2017-06-16 14:45:00,72,0.87494,0.87516,0.87474,0.87516,0.875,0.87523,0.87481,0.87523,0.87487,0.8751,0.87467,0.8751,
126,1497624600.0,2017-06-16 14:50:00,119,0.87485,0.87528,0.8748,0.87491,0.87492,0.87535,0.87487,0.87498,0.87478,0.87521,0.87473,0.87484,
127,1497624900.0,2017-06-16 14:55:00,214,0.87489,0.87492,0.87432,0.87482,0.87495,0.87499,0.87439,0.8749,0.87482,0.87485,0.87425,0.87475,
128,1497625200.0,2017-06-16 15:00:00,172,0.87491,0.87526,0.87455,0.87486,0.87498,0.87533,0.87463,0.87494,0.87484,0.87519,0.87448,0.87478,
129,1497625500.0,2017-06-16 15:05:00,178,0.87534,0.87541,0.87486,0.87493,0.87542,0.87548,0.87493,0.875,0.87527,0.87534,0.8748,0.87486,
130,1497625800.0,2017-06-16 15:10:00,53,0.87518,0.87537,0.87517,0.87533,0.87524,0.87544,0.87524,0.87539,0.87511,0.8753,0.8751,0.87526,
131,1497626100.0,2017-06-16 15:15:00,82,0.875,0.87515,0.87476,0.87515,0.87507,0.87522,0.87483,0.87522,0.87493,0.87508,0.8747,0.87508,
132,1497626400.0,2017-06-16 15:20:00,56,0.87495,0.87518,0.87478,0.87502,0.87502,0.87524,0.87485,0.87509,0.87488,0.87511,0.87471,0.87495,
133,1497626700.0,2017-06-16 15:25:00,62,0.87513,0.87516,0.87481,0.87493,0.8752,0.87524,0.87488,0.875,0.87506,0.87509,0.87475,0.87486,
134,1497627000.0,2017-06-16 15:30:00,63,0.87517,0.87529,0.87497,0.87515,0.87524,0.87536,0.87505,0.87523,0.8751,0.87521,0.8749,0.87507,
135,1497627300.0,2017-06-16 15:35:00,71,0.87534,0.87549,0.87517,0.87519,0.87541,0.87556,0.87524,0.87526,0.87527,0.87542,0.8751,0.87512,
136,1497627600.0,2017-06-16 15:40:00,38,0.87521,0.87536,0.87511,0.87536,0.87528,0.87543,0.87517,0.87543,0.87514,0.8753,0.87504,0.8753,
137,1497627900.0,2017-06-16 15:45:00,76,0.87563,0.8758,0.87521,0.87523,0.8757,0.87588,0.87528,0.8753,0.87557,0.87572,0.87515,0.87517,
138,1497628200.0,2017-06-16 15:50:00,69,0.87564,0.87574,0.87551,0.87565,0.87572,0.87581,0.87559,0.87572,0.87557,0.87567,0.87544,0.87559,
139,1497628500.0,2017-06-16 15:55:00,59,0.87606,0.87608,0.87562,0.87567,0.87612,0.87615,0.87569,0.87574,0.87599,0.87602,0.87556,0.8756,
140,1497628800.0,2017-06-16 16:00:00,48,0.87568,0.87606,0.87564,0.87603,0.87575,0.87614,0.87571,0.8761,0.87561,0.87599,0.87557,0.87597,
141,1497629100.0,2017-06-16 16:05:00,59,0.87546,0.87587,0.87537,0.8757,0.87554,0.87595,0.87545,0.87578,0.87539,0.8758,0.8753,0.87563,
142,1497629400.0,2017-06-16 16:10:00,51,0.87536,0.87543,0.87525,0.87543,0.87543,0.8755,0.87532,0.8755,0.87529,0.87537,0.87518,0.87537,
143,1497629700.0,2017-06-16 16:15:00,26,0.87509,0.87539,0.87509,0.87534,0.87517,0.87546,0.87517,0.87541,0.87502,0.87532,0.87502,0.87527,
144,1497630000.0,2017-06-16 16:20:00,29,0.87526,0.87528,0.87512,0.87512,0.87533,0.87536,0.87519,0.87519,0.87519,0.8752,0.87504,0.87504,
145,1497630300.0,2017-06-16 16:25:00,34,0.87503,0.87523,0.87497,0.87523,0.87509,0.87532,0.87504,0.87532,0.87497,0.87515,0.87491,0.87515,
146,1497630600.0,2017-06-16 16:30:00,46,0.87534,0.87534,0.875,0.875,0.87543,0.87543,0.87508,0.87508,0.87525,0.87525,0.87493,0.87493,
147,1497630900.0,2017-06-16 16:35:00,23,0.87546,0.87548,0.87532,0.87537,0.87553,0.87555,0.8754,0.87546,0.8754,0.87542,0.87525,0.87528,
148,1497631200.0,2017-06-16 16:40:00,24,0.87535,0.87548,0.87534,0.87544,0.87542,0.87556,0.87542,0.87551,0.87528,0.8754,0.87527,0.87537,
149,1497631500.0,2017-06-16 16:45:00,24,0.87529,0.87539,0.87529,0.87532,0.87537,0.87546,0.87537,0.8754,0.87522,0.87532,0.87522,0.87525,
150,1497631800.0,2017-06-16 16:50:00,22,0.87535,0.87541,0.8753,0.87532,0.87542,0.87549,0.87537,0.87539,0.87528,0.87534,0.87523,0.87524,
151,1497632100.0,2017-06-16 16:55:00,53,0.8752,0.87533,0.87508,0.87533,0.87527,0.8754,0.87515,0.8754,0.87513,0.87526,0.87501,0.87526,
152,1497632400.0,2017-06-16 17:00:00,47,0.87528,0.87537,0.87509,0.87517,0.87536,0.87544,0.87517,0.87525,0.8752,0.8753,0.87502,0.8751,
153,1497632700.0,2017-06-16 17:05:00,21,0.87526,0.87536,0.87523,0.87526,0.87534,0.87544,0.87532,0.87534,0.87519,0.87529,0.87515,0.87518,
154,1497633000.0,2017-06-16 17:10:00,37,0.87489,0.87525,0.87489,0.87523,0.87495,0.87532,0.87495,0.87531,0.87482,0.87519,0.87482,0.87516,
155,1497633300.0,2017-06-16 17:15:00,148,0.87472,0.87492,0.87435,0.8749,0.8748,0.87499,0.87443,0.87498,0.87465,0.87485,0.87427,0.87483,
156,1497633600.0,2017-06-16 17:20:00,47,0.87488,0.87495,0.87466,0.8747,0.87496,0.87503,0.87473,0.87477,0.8748,0.87487,0.87459,0.87463,
157,1497633900.0,2017-06-16 17:25:00,17,0.87499,0.87502,0.8749,0.8749,0.87506,0.87509,0.87497,0.87497,0.87492,0.87494,0.87483,0.87483,
158,1497634200.0,2017-06-16 17:30:00,18,0.87489,0.87498,0.87486,0.87496,0.87496,0.87505,0.87494,0.87504,0.87482,0.87492,0.87479,0.87489,
159,1497634500.0,2017-06-16 17:35:00,16,0.87497,0.87497,0.87485,0.87491,0.87504,0.87505,0.87493,0.87498,0.87491,0.87491,0.87478,0.87484,
160,1497634800.0,2017-06-16 17:40:00,23,0.87499,0.87503,0.87495,0.87495,0.87507,0.87511,0.87502,0.87503,0.87491,0.87496,0.87488,0.87488,
161,1497635100.0,2017-06-16 17:45:00,9,0.87505,0.87508,0.87501,0.87501,0.87513,0.87516,0.87507,0.87507,0.87498,0.875,0.87493,0.87495,
